timestamp,open,high,low,close,volume,vwap,transactions,macd,macd_signal,macd_hist,bb_mid_20,bb_up_20,bb_dn_20,bb_bw_20,stoch_k_14,stoch_d_14,obv
2024-12-29 05:00:00,220.06,225.36,218.19,224.19,114548350.0,221.5729,1476714,0.0,0.0,0.0,,,,,,,0.0
2025-01-05 05:00:00,226.78,228.835,216.5,218.94,121778812.0,222.716,1609635,-0.4188034188034351,-0.08376068376068702,-0.33504273504274806,,,,,,,-121778812.0
2025-01-12 05:00:00,218.06,226.51,216.2,225.94,150078011.0,221.8238,1758761,-0.1837485085348476,-0.10375824871551914,-0.07999025981932845,,,,,,,28299199.0
2025-01-19 05:00:00,228.9,236.4,226.94,234.85,133644775.0,232.9973,1779210,0.7132745523141466,0.05964831149041401,0.6536262408237326,,,,,,,161943974.0
2025-01-26 05:00:00,226.21,241.77,225.86,237.68,185287410.0,235.9364,2452228,1.6336968985369822,0.3744580288997277,1.2592388696372545,,,,,,,347231384.0
2025-02-02 05:00:00,234.06,242.52,228.06,229.15,244057375.0,234.9932,3262549,1.655752048443361,0.6307168328084544,1.0250352156349067,,,,,,,103174009.0
2025-02-09 05:00:00,230.545,233.92,227.23,228.68,149308497.0,230.4397,1987194,1.6166698775900272,0.8279074417647689,0.7887624358252583,,,,,,,-46134488.0
2025-02-16 05:00:00,228.82,229.3,214.74,216.58,156858857.0,222.3252,2214423,0.6023841895699888,0.782802791325813,-0.18041860175582414,,,,,,,-202993345.0
2025-02-23 05:00:00,217.45,219.97,204.16,212.28,232784373.0,212.0789,2995045,-0.5421688046288295,0.5178084721348845,-1.0599772767637141,,,,,,,-435777718.0
2025-03-02 05:00:00,213.352,214.01,192.53,199.25,251511722.0,202.5512,3527689,-2.47214999604239,-0.08018322150057038,-2.3919667745418196,,,,,,,-687289440.0
2025-03-09 05:00:00,195.6,201.52,190.85,197.95,239241184.0,196.024,3204445,-4.059774576254824,-0.8761014924514212,-3.183673083803403,,,,,,,-926530624.0
2025-03-16 04:00:00,198.77,199.32,189.38,196.21,225985447.0,194.8505,2418870,-5.396178169569367,-1.7801168278750106,-3.6160613416943566,,,,,,,-1152516071.0
2025-03-23 04:00:00,200.0,206.21,191.881,192.72,185605686.0,200.3515,2410389,-6.66012767237055,-2.7561189967741186,-3.904008675596431,,,,,,,-1338121757.0
2025-03-30 04:00:00,188.19,198.34,166.0,171.0,377159397.0,182.5549,4985873,-9.307152181147899,-4.066325633648875,-5.240826547499024,,,,,6.534239414532148,6.534239414532148,-1715281154.0
2025-04-06 04:00:00,162.0,192.65,161.38,184.87,432708187.0,178.6213,5440928,-10.168528623282299,-5.28676623157556,-4.881762391706739,,,,,28.94996302686715,17.74210122069965,-1282572967.0
2025-04-13 04:00:00,186.84,187.44,171.41,172.61,188213811.0,177.8245,2434902,-11.705521236085247,-6.570517232477497,-5.135004003607749,,,,,13.840276066058683,16.44149283581933,-1470786778.0
2025-04-20 04:00:00,169.6,189.94,165.285,188.99,247668433.0,178.7373,3082598,-11.469654807528173,-7.550344747487633,-3.91931006004054,,,,,34.02760660586642,25.605948566264086,-1223118345.0
2025-04-27 04:00:00,190.105,192.88,178.85,189.98,281974980.0,187.4491,3460420,-11.075176496749492,-8.255311097340005,-2.819865399409487,,,,,35.24771999014049,27.705200887355193,-941143365.0
2025-05-04 04:00:00,186.51,194.69,183.85,193.06,179241213.0,189.2628,2206585,-10.394201449880171,-8.683089167848038,-1.7111122820321327,,,,,39.04362829677102,36.106318297592644,-761902152.0
2025-05-11 04:00:00,210.71,214.84,202.673,205.59,277556647.0,208.1704,3495342,-8.742677393787346,-8.695006813035901,-0.04767058075144526,206.026,246.5906023548922,165.4613976451078,0.39378139026037684,60.94568513923355,45.07901114204835,-484345505.0
2025-05-18 04:00:00,201.645,206.62,197.85,200.99,178578534.0,202.9289,2410316,-7.716068205751242,-8.49921909157897,0.7831508858277285,204.86599999999999,244.56110504093073,165.17089495906924,0.3875226249444099,58.3186101295642,52.76930785518959,-662924039.0
2025-05-25 04:00:00,203.085,208.81,201.695,205.01,149821208.0,205.3215,1902827,-6.503128605942322,-8.10000099445164,1.5968723885093183,204.1695,243.30979420592433,165.02920579407566,0.3834098061260309,74.46663253114866,64.57697593331547,-513102831.0
2025-06-01 04:00:00,204.98,213.8699,202.68,213.57,183979775.0,208.6778,2463398,-4.79586107212117,-7.439173009985547,2.643311937864377,203.551,241.61904539242852,165.48295460757146,0.3740393846498276,97.6243920688365,76.80321157651646,-329123056.0
2025-06-08 04:00:00,214.75,218.4,209.62,212.1,165709554.0,214.5996,2301120,-3.5208695732912645,-6.655512322646691,3.134642749355426,202.4135,237.8095041009686,167.0174958990314,0.3497395588828671,88.95124517713082,87.01408992570532,-494832610.0
2025-06-15 04:00:00,212.31,217.96,208.2709,209.69,185081662.0,213.2817,1955921,-2.67407145229015,-5.859224148575382,3.1851526962852326,201.014,232.5408162547044,169.48718374529562,0.31367781601982336,84.72465801473166,90.43343175356632,-679914272.0
2025-06-22 04:00:00,209.79,223.3,207.3101,223.3,277144132.0,216.7608,2714828,-0.8944538765509265,-4.866270094170491,3.9718162176195646,200.7215,231.24167746723592,170.20132253276407,0.30410471690612045,100.0,91.22530106395415,-402770140.0
2025-06-29 04:00:00,223.52,224.01,217.93,223.41,158670555.0,220.8518,2011378,0.5188015332339546,-3.789255768689602,4.308057301923556,200.45800000000003,230.0383545048327,170.87764549516734,0.2951277026093514,99.04199265527703,94.58888355666956,-244099585.0
2025-07-06 04:00:00,223.0,226.6799,218.43,225.02,201340145.0,222.6798,2735280,1.748573702914598,-2.6816898743687623,4.430263577283361,200.88,231.6458347761552,170.1141652238448,0.3063105812042533,97.45803592348535,98.83334285958746,-42759440.0
2025-07-13 04:00:00,225.07,227.27,222.18,226.13,179835455.0,224.9767,2423871,2.780690659753674,-1.5892137675442752,4.369904427297949,201.57250000000002,233.9975071622765,169.14749283772355,0.32172054384676946,98.16084536581428,98.2202913148589,137076015.0
2025-07-20 04:00:00,225.835,236.0,225.65,231.44,177690471.0,229.6038,2242093,3.981230262294247,-0.47512496157657086,4.456355223870817,203.182,238.21258489227284,168.15141510772713,0.34481976643868906,93.55158028706781,96.39015385878913,314766486.0
2025-07-27 04:00:00,233.35,236.53,212.8,214.75,319625695.0,226.0526,4284004,3.545057811153157,0.3289115929693747,3.2161462181837823,204.022,239.3289449557061,168.71505504429388,0.34610919367231097,62.23994452149792,84.65079005812667,-4859209.0
2025-08-03 04:00:00,217.4,226.22,211.42,222.69,257792302.0,217.5427,3290637,3.796318052439716,1.022392884863443,2.773925167576273,205.346,241.3976123590084,169.2943876409916,0.35113040778986104,73.72817008352315,76.50656496402962,252933093.0
2025-08-10 04:00:00,221.78,234.08,219.05,231.03,206604332.0,226.4846,2636912,4.615210628348677,1.74095643356049,2.8742541947881874,207.26149999999998,244.538650486874,169.98434951312598,0.3597112873049168,85.78076525336091,73.91629328612733,459537425.0
2025-08-17 04:00:00,230.225,231.91,220.5,228.84,161200021.0,225.9653,2175994,5.02949728322497,2.398664603493386,2.6308326797315837,210.15349999999998,244.4402022097642,175.86679779023575,0.3263015101795995,80.11892450879009,79.87595328189138,298337404.0
2025-08-24 04:00:00,227.35,232.71,226.02,229.0,129872302.0,229.3749,1671102,5.309528169145409,2.980837316623791,2.328690852521618,212.35999999999999,245.45494348402073,179.26505651597924,0.3116871678660835,78.38380938711067,81.42783304975389,428209706.0
2025-08-31 04:00:00,223.52,236.0,221.83,232.33,164180598.0,230.2151,2133096,5.734059169007338,3.5314816871005004,2.2025774819068378,215.346,243.78974718078146,186.90225281921855,0.26416787106128237,87.5923190546529,82.03168431685123,592390304.0
2025-09-07 04:00:00,234.94,238.85,226.29,228.15,197870412.0,232.384,2688269,5.6678762296512275,3.958760595610646,1.7091156340405815,217.304,243.40340705113923,191.20459294886078,0.24021101361354805,66.07471805554236,77.35028216576865,394519892.0
2025-09-14 04:00:00,230.625,235.9,228.71,231.48,250137380.0,232.0897,2469943,5.817073342923209,4.3304231450731585,1.4866501978500501,219.379,242.79220356236272,195.96579643763727,0.21344981572860416,76.63277309059316,76.76660340026281,644657272.0
2025-09-21 04:00:00,230.56,230.565,216.47,219.78,260256158.0,222.0011,3580980,4.934340900695588,4.451206696197644,0.48313420449794364,220.715,240.5862651571905,200.8437348428095,0.18006266141576688,39.536904048522665,60.748131731552725,384401114.0
2025-09-28 04:00:00,220.08,224.2,216.61,219.51,221486999.0,220.7308,2910903,4.164971142247197,4.393959585407555,-0.22898844316035838,221.411,239.98442289118358,202.83757710881642,0.16777326231473216,29.493255559606276,48.554310899574034,162914115.0
2025-10-05 04:00:00,221.0,228.25,216.0,216.37,240351172.0,222.06,3572265,3.2642401788788504,4.168015704101815,-0.9037755252229642,222.18,238.30571924140557,206.05428075859444,0.1451590533927947,18.04593510754654,29.02536490522516,-77437057.0
2025-10-12 04:00:00,217.7,220.68,211.03,212.97,205445178.0,216.0948,3282259,2.2501148921500373,3.7844355417114595,-1.5343206495614221,222.57800000000003,237.24648767004706,207.909512329953,0.13180536863523823,6.97340043134435,18.170863699499055,-282882235.0
