timestamp,open,high,low,close,volume,vwap,transactions,macd,macd_signal,macd_hist,bb_mid_20,bb_up_20,bb_dn_20,bb_bw_20,stoch_k_14,stoch_d_14,obv
2024-12-29 05:00:00,168.665,168.98,164.25,165.13,18970982.0,166.5489,290199,0.0,0.0,0.0,,,,,,,0.0
2025-01-05 05:00:00,162.81,163.5,157.47,158.56,30655723.0,160.773,397944,-0.5241025641025487,-0.10482051282050975,-0.419282051282039,,,,,,,-30655723.0
2025-01-12 05:00:00,159.35,161.75,158.31,161.13,33850851.0,159.9011,421571,-0.7237373073270419,-0.22860387172181618,-0.4951334356052257,,,,,,,3195128.0
2025-01-19 05:00:00,160.96,168.14,160.96,164.12,42085632.0,164.1432,471397,-0.6333800570633059,-0.3095591087901141,-0.3238209482731918,,,,,,,45280760.0
2025-01-26 05:00:00,166.72,169.94,165.21,165.99,30338960.0,167.2197,434595,-0.4061955440981251,-0.3288863958517163,-0.07730914824640878,,,,,,,75619720.0
2025-02-02 05:00:00,165.47,169.93,165.23,167.97,32110405.0,168.3606,424749,-0.0656242528108919,-0.2762339672435514,0.21060971443265952,,,,,,,107730125.0
2025-02-09 05:00:00,167.69,171.38,162.3,162.89,38046762.0,167.3604,484928,-0.20328920404955397,-0.2616450146047519,0.05835581055519795,,,,,,,69683363.0
2025-02-16 05:00:00,163.35,170.5491,162.2,170.23,30803325.0,166.8798,376402,0.27669739203469135,-0.15397653327686328,0.43067392531155463,,,,,,,100486688.0
2025-02-23 05:00:00,170.22,174.65,169.79,173.84,37104988.0,172.2664,468199,0.937579227804008,0.06433461893931099,0.873244608864697,,,,,,,137591676.0
2025-03-02 05:00:00,173.58,179.99,172.8439,175.95,42975032.0,175.6819,596597,1.6129985666226503,0.37406740847597886,1.2389311581466713,,,,,,,180566708.0
2025-03-09 05:00:00,176.755,179.99,166.62,167.97,45638193.0,171.8698,653558,1.4872103156501169,0.5966959899108064,0.8905143257393104,,,,,,,134928515.0
2025-03-16 04:00:00,168.37,171.09,164.12,166.69,48417503.0,167.9406,492362,1.269601739353675,0.7312771397993801,0.5383245995542948,,,,,,,86511012.0
2025-03-23 04:00:00,166.43,169.71,162.195,168.03,33917145.0,165.9699,484141,1.1915368805532864,0.8233290879501615,0.368207792603125,,,,,,,120428157.0
2025-03-30 04:00:00,168.1015,174.8,163.47,163.75,47655731.0,169.7945,662912,0.7753716848486647,0.8137376073298621,-0.03836592248119741,,,,,27.88632326820603,27.88632326820603,72772426.0
2025-04-06 04:00:00,163.66,168.015,156.69,166.91,57104106.0,161.919,735763,0.6925599596117422,0.7895020777862382,-0.09694211817449594,,,,,43.862660944205984,35.874492106206006,129876532.0
2025-04-13 04:00:00,167.04,171.65,165.78,170.63,30700584.0,168.9013,359402,0.9165386938607298,0.8149094010011365,0.10162929285959332,,,,,59.82832618025747,43.85910346422316,160577116.0
2025-04-20 04:00:00,169.89,169.95,156.58,161.02,58209610.0,162.3035,722383,0.31496603614854735,0.7149207280306187,-0.39995469188207133,,,,,18.966253737718915,40.885746954060785,102367506.0
2025-04-27 04:00:00,161.04,163.16,159.05,160.52,41411654.0,161.4548,488171,-0.19982696959343116,0.5319711885058087,-0.7317981580992399,,,,,16.83041435284066,31.874998090272346,60955852.0
2025-05-04 04:00:00,160.89,160.91,157.41,157.66,35394256.0,158.8904,445259,-0.8290257408204127,0.25977180264056443,-1.0887975434609771,,,,,4.613413071336968,13.470027053965515,25561596.0
2025-05-11 04:00:00,157.425,163.43,156.69,163.28,36976212.0,160.3991,533019,-0.8642210659604359,0.03497322892036435,-0.8991942948808003,165.6135,175.2367006383695,155.99029936163046,0.11621275606601546,28.620247757368602,16.68802506051541,62537808.0
2025-05-18 04:00:00,163.47,166.365,163.41,165.86,31716372.0,165.1473,449632,-0.676135111970865,-0.10724843925788152,-0.5688866727129834,165.65,175.27101646889437,156.02898353110564,0.11616077837481881,39.64117898334047,24.29161327068201,94254180.0
2025-05-25 04:00:00,165.27,170.99,165.27,169.89,34239827.0,168.4209,404525,-0.1995875968853511,-0.12571627078337544,-0.07387132610197567,166.2165,175.4042476192911,157.02875238070888,0.11055157122537312,56.856044425459096,41.70582372205606,128494007.0
2025-06-01 04:00:00,169.02,169.04,162.51,164.02,34787373.0,165.4262,483612,-0.2922117648737981,-0.15901536960145998,-0.1331963952723381,166.361,175.29943716470436,157.42256283529562,0.10745832454366551,31.781290046988463,42.759504485262674,93706634.0
2025-06-08 04:00:00,163.39,164.016,159.91,160.28,33798704.0,162.2622,470048,-0.659798087202347,-0.2591719131216374,-0.4006261740807096,166.169,175.46782369470802,156.870176305292,0.11192007768847384,15.805211448099056,34.81418197351554,59907930.0
2025-06-15 04:00:00,160.88,161.95,157.66,159.08,36526304.0,159.0962,397517,-1.0360004982893827,-0.41453763015518647,-0.6214628681341963,165.82350000000002,175.648902683592,155.99809731640804,0.11850434568793913,13.721185510428102,20.435895668505207,23381626.0
2025-06-22 04:00:00,159.07,161.74,157.17,159.86,46659391.0,159.5969,482668,-1.2567174813542579,-0.5829736003950008,-0.6737438809592571,165.418,175.5354712879829,155.30052871201713,0.12232612276756918,18.002195389681678,15.842864116069611,70041017.0
2025-06-29 04:00:00,159.26,162.53,158.13,160.83,37751352.0,160.3861,466825,-1.337943408469414,-0.7339675620098834,-0.6039758464595305,165.315,175.5816768056455,155.0483231943545,0.12420744403890135,23.326015367727774,18.34979875594585,107792369.0
2025-07-06 04:00:00,160.89,161.18,155.95,157.05,53286909.0,158.0301,598151,-1.6878731985628406,-0.9247486893204749,-0.7631245092423656,164.656,175.28009852522482,154.0319014747752,0.129045993164231,7.006369426751729,16.11152672805373,54505460.0
2025-07-13 04:00:00,155.58,155.8,151.9,155.1,44770548.0,153.9852,615993,-2.0983552483675396,-1.159470001129888,-0.9388852472376517,163.719,174.23766891719066,153.20033108280933,0.1284966181956971,16.20253164556956,15.511638813349686,9734912.0
2025-07-20 04:00:00,155.07,159.02,154.89,158.3,32147775.0,157.5044,457081,-2.140774458347096,-1.3557308925733296,-0.7850435657737662,162.8365,171.89471470733665,153.77828529266336,0.11125533534971146,33.52540597171296,18.911435681344752,41882687.0
2025-07-27 04:00:00,157.625,158.65,149.91,150.65,47953635.0,153.8474,652342,-2.7598690022530263,-1.636558514509269,-1.1233104877437574,161.97050000000002,172.198452359768,151.74254764023203,0.12629401477143037,3.5104364326376123,17.74612468330671,-6070948.0
2025-08-03 04:00:00,150.25,154.01,150.02,153.51,34255964.0,152.0706,462418,-2.985314938335989,-1.9063097992746132,-1.079005139061376,161.31150000000002,171.94929810022037,150.67370189977967,0.1318913791046559,17.077798861480037,18.037880421943537,28185016.0
2025-08-10 04:00:00,153.54,157.011,153.27,154.36,33547814.0,154.7657,468619,-3.0601194188758143,-2.1370717231948535,-0.9230476956809608,160.628,171.20468458649043,150.05131541350954,0.13169166753605155,21.110056925996272,13.899430740037973,61732830.0
2025-08-17 04:00:00,154.42,161.03,154.17,158.67,36198230.0,158.1393,492378,-2.7400360982858842,-2.2576645982130596,-0.4823715000728246,160.374,170.8787486004137,149.8692513995863,0.1310031376708657,41.55597722960145,26.581277672359253,97931060.0
2025-08-24 04:00:00,158.39,158.7,155.03,157.04,26757607.0,156.3261,400034,-2.588061575336127,-2.3237439936376734,-0.26431758169845354,159.8805,170.0131641688104,149.74783583118963,0.12675297073514755,33.82352941176467,32.16318785578746,71173453.0
2025-08-31 04:00:00,157.36,160.56,156.495,160.02,26396683.0,158.6358,406497,-2.2017788399728033,-2.2993509629046995,0.09757212293189621,159.35,168.13426583817844,150.56573416182155,0.11025121855260046,52.8489283847361,42.7428116753674,97570136.0
2025-09-07 04:00:00,159.61,160.27,155.89,157.9,30145651.0,158.3811,426798,-2.043160983605844,-2.2481129670449285,0.20495198343908427,159.19400000000002,167.96419690110832,150.4238030988917,0.11018250563599515,56.642563448178166,47.771673748226306,67424485.0
2025-09-14 04:00:00,157.88,161.67,155.97,156.04,44195004.0,157.5235,500173,-2.0439799168385093,-2.2072863570036447,0.1633064401651354,158.97,167.82602500828492,150.11397499171508,0.11141756316644545,48.573692551505495,52.688394794806584,23229481.0
2025-09-21 04:00:00,156.08,156.08,150.97,152.5,37282099.0,152.6559,546371,-2.3037214751622344,-2.226573380635363,-0.07714809452687144,158.71200000000002,168.01793607950265,149.4060639204974,0.11726821008496684,20.52297939778132,41.91307846582166,-14052618.0
2025-09-28 04:00:00,152.42,154.38,151.41,152.27,35573007.0,152.9197,551578,-2.4993170382345227,-2.281122112155195,-0.2181949260793279,158.1615,167.63082838167517,148.6921716183248,0.11974252117835484,18.700475435816266,29.265715795034357,-49625625.0
2025-10-05 04:00:00,151.5,153.17,149.45,149.69,32344556.0,150.9628,584836,-2.8298911456189444,-2.3908759188479447,-0.4390152267709997,157.353,166.81594512962616,147.89005487037386,0.12027664079650402,1.9639934533552301,13.729149428984272,-81970181.0
