active,address,branding,cik,composite_figi,currency_name,currency_symbol,base_currency_name,base_currency_symbol,delisted_utc,description,ticker_root,ticker_suffix,homepage_url,list_date,locale,market,market_cap,name,phone_number,primary_exchange,share_class_figi,share_class_shares_outstanding,sic_code,sic_description,ticker,total_employees,type,weighted_shares_outstanding
True,"CompanyAddress(address1='ONE COCA COLA PLAZA', address2=None, city='ATLANTA', state='GA', country=None, postal_code='30313')","Branding(icon_url='https://api.polygon.io/v1/reference/company-branding/Y29jYS1jb2xhY29tcGFueS5jb20/images/2025-04-04_icon.png', logo_url='https://api.polygon.io/v1/reference/company-branding/Y29jYS1jb2xhY29tcGFueS5jb20/images/2025-04-04_logo.svg', accent_color=None, light_color=None, dark_color=None)",0000021344,BBG000BMX289,usd,,,,,"Founded in 1886, Atlanta-headquartered Coca-Cola is the world's largest nonalcoholic beverage company, with a strong portfolio of 200 brands covering key categories including carbonated soft drinks, water, sports, energy, juice, and coffee. Together with bottlers and distribution partners, the company sells finished beverage products bearing Coca-Cola and licensed brands through retailers and food-service locations in more than 200 countries and regions globally. Coca-Cola generates around two thirds of its total revenue overseas, with a significant portion from emerging economies in Latin America and Asia-Pacific.",KO,,https://www.coca-colacompany.com,1924-09-26,us,stocks,290884869562.68,Coca-Cola Company,404-676-2121,XNYS,BBG001S5SMQ8,4303667252,2080,BEVERAGES,KO,69700,CS,4303667252
