active,address,branding,cik,composite_figi,currency_name,currency_symbol,base_currency_name,base_currency_symbol,delisted_utc,description,ticker_root,ticker_suffix,homepage_url,list_date,locale,market,market_cap,name,phone_number,primary_exchange,share_class_figi,share_class_shares_outstanding,sic_code,sic_description,ticker,total_employees,type,weighted_shares_outstanding
True,"CompanyAddress(address1='1 TESLA ROAD', address2=None, city='AUSTIN', state='TX', country=None, postal_code='78725')","Branding(icon_url='https://api.polygon.io/v1/reference/company-branding/dGVzbGEuY29t/images/2025-04-04_icon.png', logo_url='https://api.polygon.io/v1/reference/company-branding/dGVzbGEuY29t/images/2025-04-04_logo.svg', accent_color=None, light_color=None, dark_color=None)",0001318605,BBG000N9MNX3,usd,,,,,"Tesla is a vertically integrated battery electric vehicle automaker and developer of autonomous driving software. The company has multiple vehicles in its fleet, which include luxury and midsize sedans, crossover SUVs, a light truck, and a semi truck. Tesla also plans to begin selling more affordable vehicles, a sports car, and offer a robotaxi service. Global deliveries in 2024 were a little below 1.8 million vehicles. The company sells batteries for stationary storage for residential and commercial properties including utilities and solar panels and solar roofs for energy generation. Tesla also owns a fast-charging network.",TSLA,,https://www.tesla.com,2010-06-29,us,stocks,1425658442372.5,"Tesla, Inc. Common Stock",512-516-8177,XNAS,BBG001SQKGD7,3325150886,3711,MOTOR VEHICLES & PASSENGER CAR BODIES,TSLA,125665,CS,3325150886
