active,address,branding,cik,composite_figi,currency_name,currency_symbol,base_currency_name,base_currency_symbol,delisted_utc,description,ticker_root,ticker_suffix,homepage_url,list_date,locale,market,market_cap,name,phone_number,primary_exchange,share_class_figi,share_class_shares_outstanding,sic_code,sic_description,ticker,total_employees,type,weighted_shares_outstanding
True,"CompanyAddress(address1='ONE PROCTER & GAMBLE PLAZA', address2=None, city='CINCINNATI', state='OH', country=None, postal_code='45202')","Branding(icon_url='https://api.polygon.io/v1/reference/company-branding/dXMucGcuY29t/images/2025-04-04_icon.png', logo_url='https://api.polygon.io/v1/reference/company-branding/dXMucGcuY29t/images/2025-04-04_logo.png', accent_color=None, light_color=None, dark_color=None)",0000080424,BBG000BR2TH3,usd,,,,,"Since its founding in 1837, Procter & Gamble has become one of the world's largest consumer product manufacturers, with annual sales of nearly $85 billion. It operates with a lineup of leading brands, including more than 20 that generate north of $1 billion each in annual global sales, such as Tide laundry detergent, Charmin toilet paper, Pantene shampoo, and Pampers diapers. Sales outside its home turf represent just more than half of the firm's consolidated total.",PG,,https://us.pg.com,1950-03-22,us,stocks,350136595195.2,Procter & Gamble Company,(513) 983-1100,XNYS,BBG001S5V4L9,2340485262,2840,"SOAP, DETERGENTS, CLEANG PREPARATIONS, PERFUMES, COSMETICS",PG,109000,CS,2340485262
