cash_amount,currency,declaration_date,dividend_type,ex_dividend_date,frequency,id,pay_date,record_date,ticker
0.1,USD,,CD,2006-11-14,4,Ef0a581f1653642b691363105adb5db8fb96569bfa9861d100383215a0b52431c,2006-12-14,2006-11-16,MSFT
0.09,USD,,CD,2006-08-15,4,Ef1796b85c0e1c987118f24b510689326de2bfa227023991ac90ada2f31b53db1,2006-09-14,2006-08-17,MSFT
0.09,USD,,CD,2006-05-15,4,Ef957bab6196d4bc7c02e3675865d856748d771ce70f554caf79cd9bca2fedb1e,2006-06-08,2006-05-17,MSFT
0.09,USD,,CD,2006-02-15,4,E3d1985f9954e6a93ad56eb57fcae3be3e96bbe036110ad98da81d0e6e995bb47,2006-03-09,2006-02-17,MSFT
0.08,USD,,CD,2005-11-15,4,E217678077bbdf55d25b27bce55e92cd3412c5afb40ea58bd82ff4313a3d3e450,2005-12-08,2005-11-17,MSFT
0.08,USD,,CD,2005-08-15,4,E90459a9a42e6059ecf3f207249a7ba8961011800477d50304d16fbb4318b7889,2005-09-08,2005-08-17,MSFT
0.08,USD,,CD,2005-05-16,4,Ebeda51343043492b235e16e63c5cef9386f6effba5ac0dfc227741355c3d2168,2005-06-09,2005-05-18,MSFT
0.08,USD,,CD,2005-02-15,4,Ee5d699a36d573d4fe3d3cb125c5524ee6f4a0c9787e02c4670c402f7f9c2c95b,2005-03-10,2005-02-17,MSFT
3.0,USD,,SC,2004-11-15,0,Ea452ff0a4b03b2e1b5654024c05cd280dd6a77303c323b963dfda449b0e97138,2004-12-02,2004-11-17,MSFT
0.08,USD,,CD,2004-11-15,4,Ecf4b2278674d2b476219fd954114b85970ae6fb220ecf61bcc3083c0f01f134c,2004-12-02,2004-11-17,MSFT
0.08,USD,,CD,2004-08-23,0,E8e97780a63838a6af8287d37d79a1daa34dd0cb640ea35387e80ed98ea12b87f,2004-09-14,2004-08-25,MSFT
