cash_amount,currency,declaration_date,dividend_type,ex_dividend_date,frequency,id,pay_date,record_date,ticker
0.6436,USD,2014-04-07,CD,2014-04-23,4,E9c08cc4c6fdbfdf2e695f37107eaf946fe386608ef0b590dd9103dc47513938c,2014-05-15,2014-04-25,PG
0.6015,USD,2014-01-14,CD,2014-01-22,4,Eacd5f1d4165516e523d95470cadcfe803ccd582dd59ffcb00324c62899b65a9d,2014-02-18,2014-01-24,PG
0.6015,USD,2013-10-08,CD,2013-10-16,4,Eef2bef691a70dcba089421f209e3ae0d7458daf27533b3dd7cf6dceb01cce915,2013-11-15,2013-10-18,PG
0.6015,USD,2013-07-09,CD,2013-07-17,4,E0928709091ce6b252472f1a66e47eb87334960348d58f9dd164deed5b28bded5,2013-08-15,2013-07-19,PG
0.6015,USD,2013-04-15,CD,2013-04-24,4,E238161759713761ff0a45dcbc3bddfdc8b04a73249f69fb1fa5ff612363ac448,2013-05-15,2013-04-26,PG
0.562,USD,2013-01-08,CD,2013-01-16,4,E8758bb301e14f777a9821740b53354c59128059a9f3233038b213352b8254a92,2013-02-15,2013-01-18,PG
0.562,USD,2012-10-09,CD,2012-10-17,4,E598e173cb60fd77c5fc87648bba209bb5b6595d099a50852b0a1342af31afe6b,2012-11-15,2012-10-19,PG
0.562,USD,,CD,2012-07-18,0,E99a90ce2456ec03fd0a0b470c16a01f7cce92c1ba341a692e5f93590cff6e5b7,2012-08-15,2012-07-20,PG
0.562,USD,,CD,2012-04-25,4,Edc3686870df796ec7205513ff3e932d61ad6a97a6e515915494f535a804d8e44,2012-05-15,2012-04-27,PG
0.525,USD,,CD,2012-01-18,4,Ea6f4eec76293dd787a47ea2b4a31edd2a825cce3f3468f29c7292164d32b9756,2012-02-15,2012-01-20,PG
0.525,USD,,CD,2011-10-19,4,E6b285246e0e5ed5355946c7b956a8589b5550147d3658dbe92b8fe2fde26329d,2011-11-15,2011-10-21,PG
0.525,USD,,CD,2011-07-20,4,E530c1d64a3d9f553048b9d5d7343c64de9b37145669230c856b5bfc33a872423,2011-08-15,2011-07-22,PG
0.525,USD,,CD,2011-04-27,4,E5c15f04c49f0a1166093c06a4db6b2eca4f9d9f89888fa8404a43715f5e6f236,2011-05-16,2011-04-29,PG
0.4818,USD,,CD,2011-01-19,4,Eea2e78b8c62219d3f161e6127018fba3c95781203dbd3001684bbd3914fa18e3,2011-02-15,2011-01-21,PG
0.4818,USD,,CD,2010-10-20,4,Eb3d87c3c4b2daf82cfb9c86b293edbfe38a23fcdd70639727c70b42f940d42b2,2010-11-15,2010-10-22,PG
0.4818,USD,,CD,2010-07-21,4,E43a21294b7606def661ef769f51beeef1af1b31b6f365cdcf979de063b096e6f,2010-08-16,2010-07-23,PG
0.4818,USD,,CD,2010-04-28,4,Ed0b748e63841c2980981162e808b9e936099cb5fd9633c7a3d216e3325c07908,2010-05-17,2010-04-30,PG
0.44,USD,,CD,2010-01-20,4,Eec04b327df5a593c2b387af95ecdd2af4f722a87c5b79aaedbb338d4b6fbc986,2010-02-16,2010-01-22,PG
0.44,USD,,CD,2009-10-21,4,Ef2a54e0b37f86242e4b59046ad067f7c87995741662e4dd3145413cf8c93f721,2009-11-16,2009-10-23,PG
0.44,USD,,CD,2009-07-22,4,E21393c3359c7a5f26113955b7ff352179c689539dfb68b3088c93554692344fb,2009-08-17,2009-07-24,PG
0.44,USD,,CD,2009-04-22,4,E374e6d1898aff2dcbefa1a5d40ecb828a9d03976767da917f6a944e628ebeea0,2009-05-15,2009-04-24,PG
0.4,USD,,CD,2009-01-21,4,Ef5f40f7d588ec865d990f28a762969ac8f80acb2832c8256cf4715ad7b687ac1,2009-02-17,2009-01-23,PG
0.4,USD,,CD,2008-10-22,4,Ee0fa59a9ee45b883413ae6ed8a42df1044750668a2fc30e86852d806ef4439fe,2008-11-14,2008-10-24,PG
0.4,USD,,CD,2008-07-16,4,E787886c2d073d2c425e02138b10ab875f1c003eade57a68f7f093637d98e4d85,2008-08-15,2008-07-18,PG
0.4,USD,,CD,2008-04-16,4,Eec1411bc1697866124fbbe66cf07ac4e8886ed7d6eb782318fb6bae5904ff423,2008-05-15,2008-04-18,PG
0.35,USD,,CD,2008-01-16,4,E0429215579f70f206de08d13f7652a21eb2a4428db166f9cfb84cf8bc7949ea2,2008-02-15,2008-01-18,PG
0.35,USD,,CD,2007-10-17,4,E4af8d375a1f35e1921f90328510166b4af6fb0d6052cbcd6404c4b0b539db7aa,2007-11-15,2007-10-19,PG
