execution_date,id,split_from,split_to,ticker
2020-08-31,E36416cce743c3964c5da63e1ef1626c0aece30fb47302eea5a49c0055c04e8d0,1,4,AAPL
2014-06-09,E91a6b74ca1a9dcbce26a1f34e24ae26ba2c6359822ccf901ecd827f419137654,1,7,AAPL
2005-02-28,E90a77bdf742661741ed7c8fc086415f0457c2816c45899d73aaa88bdc8ff6025,1,2,AAPL
