timestamp,open,high,low,close,volume,vwap,transactions,sma_20,sma_50,ema_12,ema_26,rsi_14,volatility_20,atr_14
2024-12-29 05:00:00,588.75,609.5,583.85,604.63,37164437.0,596.5264,811114,604.63,604.63,604.63,604.63,,,25.649999999999977
2025-01-05 05:00:00,611.825,632.1011,597.34,615.86,55974643.0,617.4528,1204981,610.245,610.245,606.3576923076923,605.4618518518519,,,30.20554999999996
2025-01-12 05:00:00,607.1,624.97,588.55,612.77,65222624.0,609.0798,1342855,611.0866666666667,611.0866666666667,607.344201183432,606.0031961591221,97.92728736248992,0.016681155577106692,32.27703333333333
2025-01-19 05:00:00,617.825,652.0,609.0082,647.49,52923519.0,631.5987,1184186,620.1875,620.1875,613.5204779244425,609.0762927399279,98.34290381664273,0.03112169923520177,34.955725
2025-01-26 05:00:00,626.61,710.79,625.1,689.18,119349125.0,676.7967,2564817,633.986,633.986,625.1604043976051,615.0099006851184,98.68410575333628,0.032643194526629005,45.10257999999999
2025-02-02 05:00:00,675.91,725.01,675.25,714.52,82486132.0,705.9532,1696680,647.4083333333333,647.4083333333333,638.9080344902812,622.3810191528873,98.84039631634138,0.028304190986267967,45.87881666666666
2025-02-09 05:00:00,718.56,740.91,710.04,736.67,67339106.0,723.9001,1392528,660.16,660.16,653.9483368763919,630.8468695860068,98.95700859951579,0.025351310491755312,43.73469999999999
2025-02-16 05:00:00,736.0,737.0,682.36,683.55,67719646.0,703.4387,1481599,663.08375,663.08375,658.5024388954084,634.7508051722285,78.5548270344086,0.0462145230845773,45.09786249999999
2025-02-23 05:00:00,686.28,688.6469,641.86,668.2,80779542.0,665.0564,1727315,663.6522222222222,663.6522222222222,659.9943713730379,637.228523307619,73.81861702689876,0.045182587664762526,45.28553333333332
2025-03-02 05:00:00,673.675,681.25,600.61,625.66,80928497.0,637.1035,1829592,659.853,659.853,654.7121603925705,636.3715956552028,62.561239997375615,0.049471707770265494,48.820979999999984
2025-03-09 05:00:00,608.07,633.33,586.51,607.6,83887457.0,604.2825,1878235,655.1027272727273,655.1027272727273,647.4641357167905,634.24036634741,58.483587111842795,0.04784929365693307,48.63907272727272
2025-03-16 04:00:00,607.46,613.1,574.66,596.25,105244690.0,591.0857,1828133,650.1983333333334,650.1983333333334,639.5850379142073,631.4262651364908,56.012692874862644,0.04580090521262955,47.78915
2025-03-23 04:00:00,614.97,633.88,573.92,576.74,71755052.0,608.7026,1576811,644.5476923076923,644.5476923076923,629.9165705427909,627.3754306819359,51.94967198667462,0.04466055574261334,48.72536923076923
2025-03-30 04:00:00,563.5,592.66,494.2,504.73,120781003.0,544.4998,2688598,634.5607142857143,634.5607142857143,610.6570981515922,618.2905839647555,40.32341053839123,0.0545013692064611,52.27784285714285
