timestamp,open,high,low,close,volume,vwap,transactions,sma_20,sma_50,ema_12,ema_26,rsi_14,volatility_20,atr_14
2024-12-29 05:00:00,390.53,392.67,385.68,389.18,9275261.0,389.0631,210121,389.18,389.18,389.18,389.18,,,6.990000000000009
2025-01-05 05:00:00,390.5,393.99,380.1,389.89,13720874.0,388.3886,300604,389.53499999999997,389.53499999999997,389.28923076923076,389.2325925925926,,,10.439999999999998
2025-01-12 05:00:00,389.99,414.45,387.7,409.38,17037777.0,400.9535,364422,396.15000000000003,396.15000000000003,392.38011834319525,390.7249931412894,,0.03405716854520264,15.876666666666665
2025-01-19 05:00:00,413.0,420.22,408.75,414.5,13359831.0,414.0282,281288,400.7375,400.7375,395.7831770596267,392.48610476045314,,0.02529418693678634,14.775000000000006
2025-01-26 05:00:00,414.9,426.1859,410.32,411.98,14746153.0,417.2323,339733,402.986,402.986,398.2749959735303,393.93009700041955,92.13433044984903,0.024816540901981946,14.993180000000006
2025-02-02 05:00:00,406.12,417.79,401.01,407.37,11813504.0,410.6069,297829,403.7166666666667,403.7166666666667,399.67422736221795,394.92564537075884,79.77271724484348,0.024382501737134233,15.290983333333344
2025-02-09 05:00:00,410.64,417.9999,402.12,409.5,13519426.0,410.7391,317642,404.54285714285714,404.54285714285714,401.1858846911075,396.0052271951471,81.03858345292029,0.021875078450054524,15.375114285714298
2025-02-16 05:00:00,408.31,408.87,383.9,385.3,15764455.0,394.2155,338924,402.1375,402.1375,398.7419024309371,395.212247402914,45.89545651573887,0.032490657842204375,16.653225000000013
2025-02-23 05:00:00,386.09,401.01,378.2,396.6,23506544.0,390.9715,501472,401.5222222222222,401.5222222222222,398.4123789800237,395.31504389158704,55.581752593249725,0.031931353164827175,17.337311111111124
2025-03-02 05:00:00,396.95,397.07,368.9,376.8,19356567.0,382.6209,432053,399.05,399.05,395.0873975984816,393.9435591588769,41.546267046412495,0.034658248412307545,18.42058000000001
2025-03-09 05:00:00,377.44,383.12,345.26,351.31,23664992.0,359.3227,520466,394.71000000000004,394.71000000000004,388.3524133525613,390.7855177397008,30.772872397213405,0.03853670415186921,20.187800000000014
2025-03-16 04:00:00,351.76,361.7665,346.275,351.15,21276524.0,352.6096,367273,391.08,391.08,382.62896514447493,387.84955346268595,30.71902523481114,0.0366608360342647,19.79644166666668
2025-03-23 04:00:00,354.62,365.21,354.28,358.15,15981342.0,361.4842,349825,388.54692307692306,388.54692307692306,378.8629705068634,385.649586539524,35.995771302734596,0.035917720588539065,19.355176923076936
2025-03-30 04:00:00,353.495,372.3099,349.04,353.9,23428586.0,360.8715,540367,386.07214285714286,386.07214285714286,375.0225135058075,383.2977653143741,34.28822390032407,0.034423254924756265,19.634800000000013
2025-04-06 04:00:00,344.3,356.04,326.31,353.86,27762699.0,344.3946,609952,383.92466666666667,383.92466666666667,371.76674219722173,381.11719010590195,34.271745568101124,0.03311999770458722,21.259085714285728
2025-04-13 04:00:00,357.8,361.4446,344.32,355.06,11595184.0,353.7734,271838,382.120625,382.120625,369.1964741668799,379.18702787583516,35.276673763030686,0.03201225452877697,21.490128571428585
2025-04-20 04:00:00,354.29,364.84,341.8,357.58,15661669.0,354.1543,332123,380.6770588235294,380.6770588235294,367.4093242950522,377.58650729243993,37.43981528119513,0.031089551264284872,21.22512857142858
2025-04-27 04:00:00,357.99,366.2299,352.38,364.52,14484829.0,359.4576,316192,379.77944444444444,379.77944444444444,366.96481286504417,376.61861786337033,43.08164598836033,0.03067037687171895,21.395121428571436
2025-05-04 04:00:00,362.13,369.31,357.13,362.71,12527372.0,362.7655,296271,378.88105263157894,378.88105263157894,366.310226270422,375.58834987349104,42.0173690038485,0.02975694676847009,21.131842857142864
2025-05-11 04:00:00,375.0,381.17,370.8255,380.78,15105914.0,376.3995,347186,378.976,378.976,368.5363453057417,375.97291654952875,54.185626599213144,0.03139741302428512,21.251842857142865
2025-05-18 04:00:00,374.19,389.75,361.15,362.71,20754238.0,373.8207,452412,377.6525,378.20142857142855,367.63998448947376,374.9904782866007,44.19695922671739,0.03230071162590761,22.160421428571436
